sentiment,text
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : the people pick the next of not # #,0
"@ : liar , , came out against the war in because your other businesses went belly up #",0
", , , & amp ; won the night . #",1
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
"now we know who uncle does want to be the republican nominee . , that would be you . #",0
"order : , , , , and think did okay . # # hurt himself . did n't do much .",1
@ : @ posed for adult we bring that up ? # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : the # and am looking forward to the # next .,1
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : the # and am looking forward to the # next .,1
@ : is from to the ? # # womensrights # combover http :,0
not a republican ( # ) but # held his own last night probably the best candidate on stage for the # @ @,1
@ : reminds me of elevator music . hear it but you do n't listen . # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
"@ : is why do n't watch , they 're all assholes #",0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : the people pick the next of not # #,0
@ : to : lets all talk about for a second . : : # http :,0
@ : @ posed for adult we bring that up ? # #,0
"@ : boy : `` social issues '' = code for who can control women 's bodies & amp ; sexuality the most . on tight , # …",0
@ : # headed into the . ! ! # http :,1
@ : @ posed for adult we bring that up ? # #,0
@ fumbles the # # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : @ posed for adult we bring that up ? # #,0
giants turn to fed agents baaaack to back . pieces of your privacy baaaaack to back . # #,0
@ : is clueless on # . 's not a state ? already rule an area larger than the . #,0
# fuck-ups goin ' baaaack to back . the wars goin ' baaaaack to back . # #,0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
"@ : remark on having half a brain , best line # .",1
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",1
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
@ : @ posed for adult we bring that up ? # #,0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",1
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
"@ should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
@ busy enjoying my life to catch # . one of these pricks called themselves the best patriot ?,0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",1
@ : @ posed for adult we bring that up ? # #,0
@ : debates will raise @ 's ratings because is afraid of and it shows . # #,1
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
@ : wo n't admit who the leader is right now mean @ only has a double-digit lead #,1
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
"ever you think of @ , ’ s resilient as hell and a straight shooter http : # #",1
@ : . # https :,1
( @ ) : the # and am looking forward to the # next .,1
@ : the # and am looking forward to the # next .,1
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
`` @ : @ posed for adult we bring that up ? # # '' woe wait a minute what,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ @ ! ! ! is begging his donors for money . #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : # http :,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
@ : we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
we learned that @ thinks he can remove our civil rights to fight terrorism . # #,0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
@ : is from to the ? # # womensrights # combover http :,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : is cherry picking the candidates . gets the softball questions . # #,0
all the candidates are going to repel and replace it with something ! ! #,1
one or both of the # ? to see a segment again ? every minute with our playlist http :,1
@ : is from to the ? # # womensrights # combover http :,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : the people pick the next of not # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",1
@ : is obviously trying to influence the makeup of the field . # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
say this to his daughters or may be #,0
"@ : think and need to band together and expose this set up job , and get rid of and , # #",0
of the # candidates were asked to describe # in words . of them could count to . #,0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
@ : time they say `` wedge issues '' think they mean wedgies #,0
@ : it just me or does anyone else want to punch in the face ? # #,0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",1
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
@ : the # and am looking forward to the # next .,1
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",1
@ : 'll tell you the one good thing about # : candidates are tripping over themselves to outdo each other in,0
"@ # @ , it , it was ! love ya but your success went to your head tonight",0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
@ : is from to the ? # # womensrights # combover http :,0
@ @ before she gave platform to an illegal voice his views . # # # conservatives,0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",1
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
"@ : did n't watch the # tonight , so was going to ask who won . figured , did .",0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
@ : @ posed for adult we bring that up ? # #,0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",1
@ : is obviously trying to influence the makeup of the field . # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",1
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",1
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",1
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",1
@ : @ posed for adult we bring that up ? # #,0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
@ : is obviously trying to influence the makeup of the field . # #,0
"@ : should have said , `` , ask these nine candidates , if they plan to support when win the nomination . '' #",0
@ : is from to the ? # # womensrights # combover http :,0
: but verify : but vilify : but # # tytlive,0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
# # https :,0
@ : a legitimate question . at 's face when nails it . # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
's best lines from the first debate # # # http :,1
@ : is obviously trying to influence the makeup of the field . # #,0
"@ : did n't watch the # tonight , so was going to ask who won . figured , did .",0
@ : @ posed for adult we bring that up ? # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
the # makes me glad do n't have cable . # last show makes me sad do n't have cable . #,1
@ : is obviously trying to influence the makeup of the field . # #,0
@ : @ posed for adult we bring that up ? # #,0
"did n't watch the # tonight , so was going to ask who won . figured , did .",0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : is from to the ? # # womensrights # combover http :,1
@ : is obviously trying to influence the makeup of the field . # #,0
@ : the people pick the next of not # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : is from to the ? # # womensrights # combover http :,0
@ : # collapses ; # non issue # shined # strong # articulate # should join #,1
@ : doubt ! bump ! # # https :,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : it just me or does anyone else want to punch in the face ? # #,0
"@ : many great jokes on tonight about the # , but not as many as there were on stage .",0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : the people pick the next of not # #,0
@ : the people pick the next of not # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : is from to the ? # # womensrights # combover http :,0
@ : is from to the ? # # womensrights # combover http :,0
# ; loved # closing statement . `` # is affectionate mad man while is affectionate person who cares . ``,1
@ : the people pick the next of not # #,0
"@ : boy : `` social issues '' = code for who can control women 's bodies & amp ; sexuality the most . on tight , # …",0
@ : @ posed for adult we bring that up ? # #,0
@ : need to order another green apple martini to process what the hell just happened . # #,0
@ : @ posed for adult we bring that up ? # #,0
upside of being cruelly excluded from the # is that wo n't get to know me !,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : the people pick the next of not # #,0
@ : is from to the ? # # womensrights # combover http :,0
@ : @ posed for adult we bring that up ? # #,0
@ : is from to the ? # # womensrights # combover http :,0
@ : is from to the ? # # womensrights # combover http :,0
@ : @ posed for adult we bring that up ? # #,0
is from to the ? # # womensrights # combover http :,0
@ : : has spoken to you about the # ? did she say ?,0
@ : @ posed for adult we bring that up ? # #,0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : @ posed for adult we bring that up ? # #,0
that 's unfortunate . # https :,0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
"@ : many great jokes on tonight about the # , but not as many as there were on stage .",0
@ : loyalty is to and the people . to a political party . @ # # tcot # pjnet #,1
@ : @ posed for adult we bring that up ? # #,0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : the people pick the next of not # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : the people pick the next of not # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : the people pick the next of not # #,0
"@ : many great jokes on tonight about the # , but not as many as there were on stage .",0
@ : does n't ask the other politicans about their finances and where their money comes from ? # …,0
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : the people pick the next of not # #,0
@ : the people pick the next of not # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : @ posed for adult we bring that up ? # #,0
@ : # headed into the . ! ! # http :,1
@ : @ posed for adult we bring that up ? # #,0
@ : it just me or does anyone else want to punch in the face ? # #,0
assassination attempt now has to deal th consequences # # @,0
@ : @ posed for adult we bring that up ? # #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : did it become acceptable to have be a topic in political debates in this country ? # # shameful,0
@ is the honey badger of candidates this round . # # great # tonight !,1
@ % ! ! ! hanging with and is dead center at # but a party is `` stupid '' ? ?,0
"start th evening , moderators dropped on # kicked it thru th uprights # # @",1
"@ : , buys politicians , used bankruptcy to his advantage , skirted laws for money , and admitted to wanting single payer …",0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : 'm starting to worry that is a field experiment . #,0
"@ : how much fun was that tonight , folks ? # # #",0
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : loyalty is to and the people . to a political party . @ # # tcot # pjnet #,1
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : the people pick the next of not # #,0
"@ : we do n't hold everyone to the same standards during the # , what are they worth ?",0
@ : @ posed for adult we bring that up ? # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : to : lets all talk about for a second . : : # http :,1
loyalty is to and the people . to a political party . @ # # tcot # pjnet # !,1
"@ : many great jokes on tonight about the # , but not as many as there were on stage .",0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : the people pick the next of not # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : reminds me of elevator music . hear it but you do n't listen . # #,0
"@ : how much fun was that tonight , folks ? # # #",0
@ : @ posed for adult we bring that up ? # #,0
@ : the # and am looking forward to the # next .,1
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
"# and last episode of @ with . hours of comedy tonight , but all kind of sad too . #",0
@ : @ posed for adult we bring that up ? # #,0
@ : it just me or does anyone else want to punch in the face ? # #,0
assassination attempt now has to deal th consequences # # @,0
sure was invented for nights like this # #,0
"@ foxnews # it was obvious was interested in sadly , some of the questions designed for value",0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
"@ : lived here in for years under w bush and swear , no more #",0
@ : @ posed for adult we bring that up ? # #,0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : @ posed for adult we bring that up ? # #,0
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : it just me or does anyone else want to punch in the face ? # #,0
assassination attempt now has to deal th consequences # # @,0
@ : @ posed for adult we bring that up ? # #,0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : the people pick the next of not # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : @ posed for adult we bring that up ? # #,0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
… # was n't going to play their game # # @,1
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : is obviously trying to influence the makeup of the field . # #,0
"@ : self righteous hypocrites , trying to out each other . . #",0
assassination attempt now has to deal th consequences # #,0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : the people pick the next of not # #,0
@ : the people pick the next of not # #,0
"@ : many great jokes on tonight about the # , but not as many as there were on stage .",0
@ : @ posed for adult we bring that up ? # #,0
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : # headed into the . ! ! # http :,1
@ : snide patronizing liberal hosts of # slimy just make my skin crawl ~,0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
( two cats rolling around on the floor laughing hysterically ) ! #,0
@ : did it become acceptable to have be a topic in political debates in this country ? # # shameful,0
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : # headed into the . ! ! # http :,1
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : @ posed for adult we bring that up ? # #,0
@ : many famous people threatened to move to if one of the debaters won ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : the # and am looking forward to the # next .,1
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
we were entertained by the first round of the # ; sponsored & amp ; brought to us by # & amp ; # .,0
for # sounds like a mob ready to #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : 'd really like to see how long each candidate was given to speak . did n't seem `` & amp ; '' at all . #,0
@ : @ on seemed like she was mentally unstable . `` '' # .,0
@ : : has spoken to you about the # ? did she say ?,0
@ : is obviously trying to influence the makeup of the field . # #,0
"@ : we do n't hold everyone to the same standards during the # , what are they worth ?",0
@ : @ posed for adult we bring that up ? # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
( @ ) : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
thing brings is what we never get from a politician : he honestly gives zero fucks what you think about his ideas . #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : @ posed for adult we bring that up ? # #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ posed for adult we bring that up ? # #,0
"# # says `` the of '' continues . ( sorry , does n't have a chance ) .",0
@ : the # and am looking forward to the # next .,1
@ : 'd really like to see how long each candidate was given to speak . did n't seem `` & amp ; '' at all . #,0
hashtag do use to vote for all these candidates to receive injuries and illnesses and descend into poverty ? #,0
@ : the people pick the next of not # #,0
# have gone from denying the fact they are # to openly supporting one . # # tcot # rednationrising # #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : the people pick the next of not # #,0
"# : , , and",1
@ am looking more forward to the spoof of the # # . does air again ?,1
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
"@ : many great jokes on tonight about the # , but not as many as there were on stage .",0
"@ won , @ @ glasses ' lost favor . #",0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : the people pick the next of not # #,0
@ : the people pick the next of not # #,0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : is real life . people are running for the most powerful office in the world . # http :,0
@ : reaction to tonight 's `` debates '' : beginning of the end for . http : # # lvrj,0
@ : `` purpose of the military is to kill people and break things '' # #,0
@ : the people pick the next of not # #,0
@ : # has it needed her for # # http :,1
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : @ out to the # in should be interesting #,1
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : view on # '' stayed home from work for this ? '' candidate choice has not changed iota . #,0
@ : view on # '' stayed home from work for this ? '' candidate choice has not changed iota . #,0
@ : 'm really really really pissed off at for what they did to @ # #,0
@ : the people pick the next of not # #,0
@ : the people pick the next of not # #,0
the people pick the next of not # #,0
did n't ask one of the # candidates what they planned to do about .,0
reaction to tonight 's `` debates '' : beginning of the end for . http : # # lvrj,0
@ : the # and am looking forward to the # next .,1
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
"@ : many great jokes on tonight about the # , but not as many as there were on stage .",0
@ : the people pick the next of not # #,0
many mixed feelings over and over the # . — thinking about the meaning of life,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : 'm really really really pissed off at for what they did to @ # #,0
@ : the # and am looking forward to the # next .,1
@ : the people pick the next of not # #,0
@ : was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : @ out to the # in should be interesting #,1
was unfathomable that @ would ask to do a postmortem on the # . # https :,0
@ : moment you realize you 're watching and your not in handcuffs . # http :,0
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : view on # '' stayed home from work for this ? '' candidate choice has not changed iota . #,0
@ : view on # '' stayed home from work for this ? '' candidate choice has not changed iota . #,0
"@ : many great jokes on tonight about the # , but not as many as there were on stage .",0
loved watching the # tonight . of good stuff & amp ; some not so good stuff . enjoyed watching it with my daughter & amp ; discussing,1
is being completely ignored . #,0
@ : the # and am looking forward to the # next .,1
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
"@ : many great jokes on tonight about the # , but not as many as there were on stage .",0
@ : the people pick the next of not # #,0
@ : view on # '' stayed home from work for this ? '' candidate choice has not changed iota . #,0
"@ : many great jokes on tonight about the # , but not as many as there were on stage .",0
@ : the people pick the next of not # #,0
@ : view on # '' stayed home from work for this ? '' candidate choice has not changed iota . #,0
"@ : many great jokes on tonight about the # , but not as many as there were on stage .",0
@ : : a single mention of # votingrights on # in tonight ’ s #,0
n't wait to see the # skits relating to the # or candidates sure you mention every other sentence .,0
"many great jokes on tonight about the # , but not as many as there were on stage .",0
@ : the people pick the next of not # #,0
@ : the # and am looking forward to the # next .,1
@ : the people pick the next of not # #,0
"many clowns , not enough commercials #",0
@ : the people pick the next of not # #,0
@ : the people pick the next of not # #,0
was a democrat . if changed from a democrat to a republican then 'm okay with that . #,1
@ : 'd really like to see how long each candidate was given to speak . did n't seem `` & amp ; '' at all . #,0
# did n't ask good questions . # # https :,0
@ : the people pick the next of not # #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : the people pick the next of not # #,0
@ : 's mutant superpower is fear-mongering . # # # #,0
@ : the # and am looking forward to the # next .,1
@ : the people pick the next of not # #,0
@ : the # and am looking forward to the # next .,1
view on # '' stayed home from work for this ? '' candidate choice has not changed iota . #,1
the # and am looking forward to the # next . http :,1
@ : the people pick the next of not # #,0
"@ : has got it right , nobody would talk about immigration , not untill be brought it up . # #",1
@ : : voters think talks to presidential candidates ? # #,0
@ : reminds me of elevator music . hear it but you do n't listen . # #,0
"@ : , everybody 's tweeting about @ ' , @ 's bad treatment of @ and # ! !",0
@ : want to run as an independent . want to see an army of pissed off women give him some much deserved humility #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : the people pick the next of not # #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : the people pick the next of not # #,0
"@ : has got it right , nobody would talk about immigration , not untill be brought it up . # #",1
@ : @ we really give a damn what @ lies about . # https :,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
"@ : has got it right , nobody would talk about immigration , not untill be brought it up . # #",1
main talking point was that he took on of of union protesters and won . to hear how that helped . #,0
@ : the people pick the next of not # #,0
@ : is cherry picking the candidates . gets the softball questions . # #,0
@ : # headed into the . ! ! # http :,1
@ you do n't speak for me as a woman ! respect for you tonight . # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : it just me or does anyone else want to punch in the face ? # #,0
@ : will have the bigger boobs ? # on or # on ? http :,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : is very disappointing that is not conducting a `` & amp ; '' . # #,0
@ : 'd really like to see how long each candidate was given to speak . did n't seem `` & amp ; '' at all . #,0
is by far the best speaker . #,1
@ : : just handed a donut to calm him down . # #,0
great businesses use the bankruptcy laws . did what a lot of businesses have done . #,1
@ : the people pick the next of not # #,0
@ : the people pick the next of not # #,0
@ : the people pick the next of not # #,0
@ : # @ if you look at substance he needs to be in the discussion . has been successful at every turn .,1
"# winners ? , & amp ; . # politics #",1
@ : # brings in chair to take down thru women 's rights . gender once again used as fear tool . #,0
@ : here am watching the jerry springer show and suddenly realized it 's the # foxnews # ! ?,0
@ : the people pick the next of not # #,0
that the two most brilliant did n't get nearly enough talk time . # @ @,0
@ : is clueless on # . 's not a state ? already rule an area larger than the . #,0
@ needs to be a moderator on the next debate ! #,0
# @ if you look at substance he needs to be in the discussion . has been successful at every turn .,1
@ : @ hugged he does n't deserve to be on the stage tonight . # #,0
@ : does n't ask the other politicans about their finances and where their money comes from ? # …,0
"@ : lived here in for years under w bush and swear , no more #",0
"@ came across as a sensible , decent and rational human being . of all of them ! #",1
@ : `` record is clear . hate women who want affordable birth control and screenings . '' #,0
@ : the # and am looking forward to the # next .,1
@ : reminds me of elevator music . hear it but you do n't listen . # #,0
@ : the people pick the next of not # #,0
of could speak so callously ! @ # https :,0
@ : . @ primaries . set up & amp ; anointed their man # # # morningjoe http : …,0
@ : the people pick the next of not # #,0
“ ’ d ? ” # http :,0
"@ : start th evening , moderators dropped on # kicked it thru th uprights # #",1
"@ : has got it right , nobody would talk about immigration , not untill be brought it up . # #",1
@ : the people pick the next of not # #,0
@ : debates will raise @ 's ratings because is afraid of and it shows . # #,0
@ : . @ got his ass served to him by @ # #,0
@ : the people pick the next of not # #,0
# label themselves ' even though not a single one of them can report their way out of a wet paper sack .,0
@ : reminds me of elevator music . hear it but you do n't listen . # #,0
@ : `` purpose of the military is to kill people and break things '' # #,0
@ : # brings in chair to take down thru women 's rights . gender once again used as fear tool . #,0
@ : the # and am looking forward to the # next .,1
@ : should @ pledge support to the when the establishment sold out to ? # #,0
@ : is obviously trying to influence the makeup of the field . # #,0
@ : the # and am looking forward to the # next .,1
@ : candidates do n't have to attack @ is doing it for them by stoping him from speaking . #,0
@ : 'd really like to see how long each candidate was given to speak . did n't seem `` & amp ; '' at all . #,0
@ : it just me or does anyone else want to punch in the face ? # #,0
"@ : lived here in for years under w bush and swear , no more #",0
"@ : smart of to say , essentially , `` hear the concerns of voters except that 'm sane '' #",0
@ : the # and am looking forward to the # next .,1
@ : 'd really like to see how long each candidate was given to speak . did n't seem `` & amp ; '' at all . #,0
"@ : start th evening , moderators dropped on # kicked it thru th uprights # #",0
"have no intention of voting for , but love this guy brand and i wil give him credit for stirring things up # #",1
@ : is less credible now @ : @ we really give a damn what @ lies about . #,0
two # politicians `` trumped '' the # tonight : @ & amp ; @ . # tcot #,1
@ : the people pick the next of not # #,0
"@ : smart of to say , essentially , `` hear the concerns of voters except that 'm sane '' #",0
@ : of my favorite things about the # is how many of these candidates 've seen in person . @ & amp ; …,1
@ : 'd really like to see how long each candidate was given to speak . did n't seem `` & amp ; '' at all . #,0
"@ : lived here in for years under w bush and swear , no more #",0
@ : debates will raise @ 's ratings because is afraid of and it shows . # #,0
@ : the people pick the next of not # #,0
"@ : smart of to say , essentially , `` hear the concerns of voters except that 'm sane '' #",0
@ : the people pick the next of not # #,0
@ : # @ # ca n't even find one good candidate # truthbomb,0
is less credible now @ : @ we really give a damn what @ lies about . #,0
@ : . nailed it he came close to telling to shut up . # # https :,0
"start th evening , moderators dropped on # kicked it thru th uprights # # @ washingtonpost",0
